CASE_NUMBER,JOB_TITLE,SOC_CODE,SOC_TITLE,FULL_TIME_POSITION,BEGIN_DATE,END_DATE,EMPLOYER_NAME,TRADE_NAME_DBA,WORKSITE_ADDRESS1,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,PW_WAGE_LEVEL,Year,Quarter
I-200-25002-587970,Hospitalist,29-1229.02,hospitalists,Y,2025-06-20 00:00:00,2028-06-19 00:00:00,"Massachusetts Acute Care Specialists, PC",,170 Governors Ave,Medford,MEDFORD CITY,MA,02155,283920,,Year,II,2025,Q2
I-200-24366-578415,Physician (Cardiology Hospitalist)/Instructor,29-1229.02,hospitalists,Y,2025-07-02 00:00:00,2028-07-01 00:00:00,Dartmouth-Hitchcock Clinic,,One Medical Center Dr.,Lebanon,LEBANON CITY,NH,03756,74464,370000,Year,II,2025,Q2
I-200-24366-578509,Hospitalist,29-1229.02,hospitalists,Y,2025-06-14 00:00:00,2028-06-13 00:00:00,"MedStar Medical Group II, LLC",MedStar Medical Group,9000 Franklin Square Dr.,Baltimore,BALTIMORE,MD,21237,245000,,Year,II,2025,Q2
I-200-24366-579294,Hospitalist Physician,29-1229.02,hospitalists,N,2025-06-01 00:00:00,2028-05-31 00:00:00,"Sound Inpatient Physicians - Michigan, PLLC",Sound Physicians of Michigan,1221 Pine Grove Ave,Port Huron,ST CLAIR,MI,48060,150,158.33,Hour,I,2025,Q2
I-200-24366-578565,Physician (Hospitalist),29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Carolinas Physicians Network, Inc. d/b/a Atrium Health Medical Group",,2001 Vail Avenue,Charlotte,MECKLENBURG,NC,28207,301480,317348,Year,II,2025,Q2
I-200-24366-578810,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,OSF Multi-Specialty Group ,,5666 E State Street,Rockford,WINNEBAGO,IL,61107,324598.09,,Year,II,2025,Q2
I-200-24366-579193,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Hospitalist Medicine Physicians of Texas, PLLC",Sound Physicians of New Mexico II,2400 Unser Blvd SE,Rio Rancho,SANDOVAL,NM,87124,152.41,175.75,Hour,,2025,Q2
I-200-24365-576093,Hospitalist,29-1229.02,hospitalists,Y,2025-06-15 00:00:00,2028-06-14 00:00:00,"MedStar Medical Group II, LLC",MedStar Medical Group,9000 Franklin Square Dr.,Baltimore,BALTIMORE,MD,21237,245000,,Year,II,2025,Q2
I-200-24365-576642,"Physician, Hospitalist",29-1229.02,hospitalists,N,2025-01-06 00:00:00,2028-01-05 00:00:00,WellSpan Medical Group,WellSpan Health,1001 South George Street,york,YORK,PA,17401,165.02,,Hour,IV,2025,Q2
I-200-24365-576328,Hospitalist,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Marshfield Clinic,,1000 N. Oak Ave.,Marshfield,WOOD,WI,54449,256590,358800,Year,,2025,Q2
I-200-24365-576347,Hospitalist,29-1229.02,hospitalists,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Marshfield Clinic,,1000 N. Oak Ave.,Marshfield,WOOD,WI,54449,256590,358800,Year,,2025,Q2
I-200-24361-572288,Hospitalist,29-1229.02,hospitalists,N,2025-02-01 00:00:00,2028-01-31 00:00:00,"Community Medical Team, Inc.",,525 W Acacia Street,Stockton,SAN JOAQUIN,CA,95203,150.83,,Hour,II,2025,Q2
I-200-24361-572823,Hospitalist and Associate Program Director,29-1229.02,hospitalists,Y,2025-03-01 00:00:00,2028-02-29 00:00:00,"Internal Medicine of Morris County, LLC",Saint Clare's Health Medical Group,400 West Blackwell Street,Dover,MORRIS,NJ,07801,120,,Hour,III,2025,Q2
I-200-24361-572797,Hospitalist,29-1229.02,hospitalists,Y,2025-02-01 00:00:00,2028-01-31 00:00:00,"Community Medical Team, Inc.",Delta Comprehensive Medical Team,525 W Acacia Street,Stockton,SAN JOAQUIN,CA,95203,347520,,Year,I,2025,Q2
I-200-24361-571871,Hospitalist,29-1229.02,hospitalists,N,2025-06-20 00:00:00,2028-06-19 00:00:00,"Innovis Health, LLC",Essentia Health West,3000 32nd Avenue,Fargo,CASS,ND,58103,337000,,Year,II,2025,Q2
I-200-24359-570661,Hospitalist,29-1229.02,hospitalists,N,2025-02-01 00:00:00,2028-01-31 00:00:00,"Community Medical Team, Inc.",Delta Comprehensive Medical Team,525 W Acacia Street,Stockton,SAN JOAQUIN,CA,95203,150.83,,Hour,II,2025,Q2
I-200-24358-568191,Hospitalist/Physician,29-1229.02,hospitalists,Y,2025-02-07 00:00:00,2028-02-06 00:00:00,Inhospital Physicians Corp,,211 4th St,Alexandria,RAPIDES,LA,71301,308000,,Year,,2025,Q2
I-200-24358-567790,Hospitalist,29-1229.02,hospitalists,N,2025-06-18 00:00:00,2028-06-17 00:00:00,HARVARD MEDICAL FACULTY PHYSICIANS AT BETH ISRAEL DEACONESS MEDICAL CENTER, ,330 Brookline Ave.,Boston,BOSTON CITY,MA,02215,114.4,,Hour,,2025,Q2
I-200-24355-562221,Hospitalist,29-1229.02,hospitalists,Y,2025-06-21 00:00:00,2028-06-20 00:00:00,"Northeast Medical Group, Inc.",,267 Grant Street,Bridgeport,BRIDGEPORT CITY,CT,06610,261463.72,289274.96,Year,,2025,Q2
I-200-24355-564205,HOSPITALIST- INTERNAL MEDICINE,29-1229.02,hospitalists,Y,2025-05-15 00:00:00,2028-05-14 00:00:00,SOUTH CENTRAL REGIONAL MEDICAL CENTER,,1220 JEFFERSON STREET,LAUREL,JONES,MS,39440,195.41,,Hour,II,2025,Q2
I-200-24355-561744,Hospitalist,29-1229.02,hospitalists,Y,2025-06-21 00:00:00,2028-06-20 00:00:00,"Northeast Medical Group, Inc. ",,20 York Street,New Haven,NEW HAVEN CITY,CT,06510,272362,,Year,,2025,Q2
I-200-24353-555074,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-01-06 00:00:00,2028-01-05 00:00:00,HHA Associates LLC,HHA Hospital Medicine,8201 W Broward Blvd,Plantation,BROWARD,FL,33324,283920,,Year,,2025,Q2
I-200-24353-553491,Hospitalist,29-1229.02,hospitalists,N,2025-02-01 00:00:00,2028-01-31 00:00:00,"ASSOCIATED PHYSICIANS OF HARVARD MED FACULTY PHYSICIANS AT BIDMC, INC.",APHMFP,148 Chestnut Street,Needham,NEEDHAM,MA,02492,133.7,,Hour,,2025,Q2
I-200-24352-550751,Hospital Medicine Physician,29-1229.02,hospitalists,Y,2025-04-01 00:00:00,2028-03-31 00:00:00,"Hospital Medicine Services of Tennessee, PC",,742 Middle Creek Rd,Sevierville,SEVIER,TN,37862,294840,,Year,,2025,Q2
I-200-24352-549702,Hospitalist,29-1229.02,hospitalists,Y,2025-06-18 00:00:00,2028-06-17 00:00:00,Marshfield Clinic,,1000 N. Oak Ave.,Marshfield,WOOD,WI,54449,256590,358800,Year,,2025,Q2
I-200-24351-546314,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-05-01 00:00:00,2028-04-30 00:00:00,"Tulsa Hospital Medicine Physicians Group, LLC",,1120 South Utica Avenue,Tulsa,TULSA,OK,74104,125133,250000,Year,II,2025,Q2
I-200-24351-546161,Hospitalist,29-1229.02,hospitalists,Y,2025-06-15 00:00:00,2028-06-14 00:00:00,"McLeod Regional Medical Center of the Pee Dee, Inc.",,555 East Cheves Street,Florence,FLORENCE,SC,29506,388514.72,662500,Year,,2025,Q2
I-200-24351-545296,Physician Hospitalist,29-1229.02,hospitalists,Y,2025-06-01 00:00:00,2028-05-31 00:00:00,Bayview Physician Services,,736 Battlefield Blvd,Chesapeake,CHESAPEAKE CITY,VA,23320,200000,300000,Year,II,2025,Q2
I-200-24351-547880,Hospitalist Physician,29-1229.02,hospitalists,Y,2024-12-16 00:00:00,2027-12-15 00:00:00,Waukegan Illinois Hospital Company,AHS Vista,1324 North Sheridan Road,Waukegan,LAKE,IL,60085,139,140,Hour,IV,2025,Q2
I-200-24351-545635,Internal Medicine/Hospitalist,29-1229.02,hospitalists,Y,2025-01-13 00:00:00,2028-01-12 00:00:00,"Phoebe Physician Group, Inc. ",,417 W. Third Avenue,Albany,DOUGHERTY,GA,31701,325000,,Year,,2025,Q2
I-200-24351-547213,Hospitalist,29-1229.02,hospitalists,Y,2025-03-01 00:00:00,2028-02-29 00:00:00,"MedStar Medical Group II, LLC",MedStar Medical Group,"110 Irving St., NW",Washington,DISTRICT OF COLUMBIA,DC,20010,265000,,Year,II,2025,Q2
I-200-24348-541898,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-02-14 00:00:00,2028-02-13 00:00:00,"AFFINITY PHYSICIANS, LLC","CARE NEW ENGLAND MEDICAL GROUP, LLC",455 Toll Gate Road,Warwick,WARWICK CITY,RI,02886,255000,,Year,II,2025,Q2
I-200-24346-535915,Hospitalist,29-1229.02,hospitalists,Y,2025-06-10 00:00:00,2028-06-09 00:00:00,"Baystate Medical Practices, Inc.",,Baystate Medical Center,Springfield,HAMPDEN,MA,01199,255400,337100,Year,III,2025,Q2
I-200-24346-534885,Hospitalist Physician,29-1229.02,hospitalists,Y,2024-12-13 00:00:00,2027-12-12 00:00:00,"Hospitalist Medicine Physicians of Texas, PLLC",Sound Physicians of New Mexico II,2100 N. Martin Luther King Jr. Boulevard,Clovis,CURRY,NM,88101,158.33,,Hour,,2025,Q2
I-200-24346-535840,Nocturnist Physician,29-1229.02,hospitalists,Y,2025-01-01 00:00:00,2027-12-31 00:00:00,"Sound Inpatient Physicians - Michigan, PLLC",Sound Physicians of Michigan,1521 Gull Rd,Kalamazoo,KALAMAZOO,MI,49048,125,170.83,Hour,I,2025,Q2
I-200-24346-534536,Hospitalist Physician,29-1229.02,hospitalists,Y,2024-12-20 00:00:00,2027-12-19 00:00:00,"Inpatient Specialists of California, P.C.",Sound Physicians of California IV,2550 Sister Mary Columba Dr.,Red Bluff,TEHAMA,CA,96080,139.41,158.33,Hour,,2025,Q2
I-200-24346-534947,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-02-01 00:00:00,2028-01-31 00:00:00,"National Hospitalist Services, PC",,3330 Masonic Drive,Alexandria,RAPIDES,LA,71301,115,175,Hour,,2025,Q2
I-200-24345-532389,Hospitalist,29-1229.02,hospitalists,Y,2025-05-01 00:00:00,2028-04-30 00:00:00,Southeastern Hospitalist Services PC,,809 82nd Pkwy,Myrtle Beach,HORRY,SC,29572,125,150,Hour,II,2025,Q2
I-200-24345-532103,Hospital Medicine Physician,29-1229.02,hospitalists,Y,2025-01-01 00:00:00,2027-12-31 00:00:00,"Hospital Physician Services of Florida, PA",,2626 Capital Medical Blvd,Talahassee,LEON,FL,32308,140,175,Hour,II,2025,Q2
I-200-24345-532851,Hospitalist,29-1229.02,hospitalists,Y,2025-01-13 00:00:00,2028-01-12 00:00:00,"Mid-Florida Hospital Specialists, P.A.",,2100 Ocoee Apopka Rd.,Apopka,ORANGE,FL,32703,215000,,Year,II,2025,Q2
I-200-24344-529153,Physician “ Hospitalist,29-1229.02,hospitalists,Y,2024-12-16 00:00:00,2027-12-15 00:00:00,"SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT, INC.",SPARTANBURG REGIONAL HEALTHCARE SYSTEM,101 E Wood Street,Spartanburg,SPARTANBURG,SC,29303,137384,254340,Year,II,2025,Q2
I-200-24341-524871,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-02-01 00:00:00,2027-12-02 00:00:00,Inhospital Physicians Corp,,7600 Central Avenue,Philadelphia,PHILADELPHIA,PA,19111,250000,,Year,III,2025,Q2
I-200-24341-523504,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-01-01 00:00:00,2027-12-31 00:00:00,"Hospitalist Services of Georgia, PC",,2316 East Meyer Road,Kansas City,JACKSON,MO,64132,65.59,160,Hour,II,2025,Q2
I-200-24339-518251,Physician - Hospitalist,29-1229.02,hospitalists,Y,2025-01-15 00:00:00,2028-01-14 00:00:00,Seven Star Hospital Associates Inc.,,1117 East Devonshire Avenue,Hemet,RIVERSIDE,CA,92543,275000,,Year,IV,2025,Q2
I-200-24339-516775,HOSPITALIST MEDICINE PHYSICIAN ROUNDER- PRN,29-1229.02,hospitalists,N,2025-01-06 00:00:00,2028-01-05 00:00:00,"RELIAS EMPLOYMENT SERVICES, LLC",,969 LAKELAND DRIVE,JACKSON,HINDS,MS,39216,165,,Hour,,2025,Q2
I-200-24339-518743,"Physician, Hospitalist",29-1229.02,hospitalists,Y,2024-12-10 00:00:00,2027-12-09 00:00:00,Rochester General Hospital,,1425 Portland Avenue,Rochester,MONROE,NY,14621,230000,,Year,II,2025,Q2
I-200-24339-517157,Physician (Hospitalist),29-1229.02,hospitalists,Y,2025-06-02 00:00:00,2028-06-01 00:00:00,USACS Medical Group Ltd.,,8260 Atlee Rd,Mechanicsville,HANOVER,VA,23116,130,,Hour,III,2025,Q2
I-200-24338-513934,Hospitalist Physician,29-1229.02,hospitalists,N,2024-12-10 00:00:00,2027-12-09 00:00:00,Adfinitas Health LLC,,601 Park Street,Honesdale,WAYNE,PA,18431,160,180,Hour,IV,2025,Q2
I-200-24338-515191,Hospitalist,29-1229.02,hospitalists,Y,2025-04-06 00:00:00,2028-04-05 00:00:00,THE HEALTH CARE AUTHORITY OF THE CITY OF HUNTSVILLE,HUNTSVILLE HOSPITAL HEALTH SYSTEM,Huntsville Hospital,Huntsville,MADISON,AL,35801,225000,,Year,I,2025,Q2
I-200-24338-513549,Hospitalist,29-1229.02,hospitalists,Y,2024-12-16 00:00:00,2027-12-15 00:00:00,"Lahey Clinic, Inc.",,41 Mall Road,Burlington,BURLINGTON,MA,01805,232856,311667,Year,III,2025,Q2
I-200-24337-509086,Hospitalist Physician,29-1229.02,hospitalists,N,2025-02-01 00:00:00,2028-01-31 00:00:00,"Apogee Medical Group, North Carolina, PC",,1705 Tarboro St SW,Wilso,WILSON,NC,27893,137,,Hour,II,2025,Q2
I-200-24337-509701,Hospitalist,29-1229.02,hospitalists,Y,2025-05-01 00:00:00,2028-04-30 00:00:00,Southeastern Hospitalist Services PC,,809 82nd Pkwy,Myrtle Beach,HORRY,SC,29572,125,150,Hour,II,2025,Q2
I-200-24337-509871,NOCTURNIST,29-1229.02,hospitalists,Y,2025-01-01 00:00:00,2027-12-31 00:00:00,NORTHWELL HEALTH,,475 SEAVIEW AVENUE,STATEN ISLAND,RICHMOND,NY,10305,270000,,Year,III,2025,Q2
I-200-24337-510488,Hospitalist,29-1229.02,hospitalists,Y,2025-06-03 00:00:00,2028-06-02 00:00:00,Mercy Clinic East Communities,,1400 Highway 61,Festus,JEFFERSON,MO,63028,318682,,Year,,2025,Q2
I-200-24332-504285,Hospitalist Physician,29-1229.02,hospitalists,Y,2024-12-15 00:00:00,2027-12-14 00:00:00,"Hospital Medicine Services of TX, PC",,HCA Houston Healthcare Kingwood,Kingwood,HARRIS,TX,77339,70.16,165,Hour,II,2025,Q2
I-200-24332-504063,Physician,29-1229.02,hospitalists,Y,2025-01-01 00:00:00,2027-12-31 00:00:00,"Brigham and Women's Physicians Organization, Inc",,75 Francis Street,Boston,BOSTON CITY,MA,02115,208000,332800,Year,,2025,Q2
I-200-24332-504968,HOSPITALIST,29-1229.02,hospitalists,Y,2025-01-01 00:00:00,2027-12-31 00:00:00,NORTHWELL HEALTH,,475 SEAVIEW AVENUE,STATEN ISLAND,RICHMOND,NY,10305,240000,,Year,III,2025,Q2
I-200-24332-504231,Physician Moonlighter,29-1229.02,hospitalists,N,2025-01-01 00:00:00,2027-12-31 00:00:00,"Brigham and Women's Physicians Organization, Inc",,75 Francis Street,Boston,BOSTON CITY,MA,02115,100,300,Hour,,2025,Q2
I-200-24331-500565,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-01-01 00:00:00,2027-12-31 00:00:00,"Cogent Healthcare of Montana, PC",Sound Physicians of Montana II,2827 Fort Missoula Road,Missoula,MISSOULA,MT,59804,146.16,161.5,Hour,,2025,Q2
I-200-24327-493487,Hospital Medicine Physician,29-1229.02,hospitalists,Y,2025-01-13 00:00:00,2028-01-12 00:00:00,Medical University of South Carolina and Affiliates,,800 West Meeting Street,Lancaster,LANCASTER,SC,29720,345600,,Year,II,2025,Q2
I-200-24327-493443,Hospital Medicine Physician,29-1229.02,hospitalists,Y,2025-01-13 00:00:00,2028-01-12 00:00:00,Medical University of South Carolina and Affiliates,,800 West Meeting Street,Lancaster,LANCASTER,SC,29720,345600,,Year,II,2025,Q2
I-200-24327-493508,Hospital Medicine Physician,29-1229.02,hospitalists,Y,2025-01-13 00:00:00,2028-01-12 00:00:00,Medical University of South Carolina and Affiliates,,800 West Meeting Street,Lancaster,LANCASTER,SC,29720,345600,,Year,II,2025,Q2
I-200-24327-493717,Hospital Medicine Physician,29-1229.02,hospitalists,Y,2025-01-13 00:00:00,2028-01-12 00:00:00,Medical University of South Carolina and Affiliates,,800 West Meeting Street,Lancaster,LANCASTER,SC,29720,345600,,Year,II,2025,Q2
I-200-24326-491340,Neuro-Hospitalist,29-1229.02,hospitalists,Y,2025-02-24 00:00:00,2028-02-23 00:00:00,"FLORIDA HOSPITAL HEALTHCARE PARTNERS, INC.",ADVENTHEALTH MEDICAL GROUP - EAST FLORIDA,6 Memorial Medical Parkway,Palm Coast,FLAGLER,FL,32164,375000,,Year,II,2025,Q2
I-200-24326-492415,Hospitalist,29-1229.02,hospitalists,Y,2025-03-01 00:00:00,2028-02-29 00:00:00,"Hospitalist Physicians of Indiana, PC",,1331 State Street,La Porte,LA PORTE,IN,46350,155,175,Hour,,2025,Q2
I-200-24325-489132,Hospitalist,29-1229.02,hospitalists,Y,2025-04-21 00:00:00,2028-04-20 00:00:00,VCU Health System Authority,,1300 E. Marshall St.,Richmond,RICHMOND CITY,VA,23298,194151,,Year,I,2025,Q2
I-200-24324-484639,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-01-01 00:00:00,2027-12-31 00:00:00,"Sound Physicians of Illinois, LLC",,812 North Logan Avenue,Danville,VERMILION,IL,61832,158.33,187.5,Hour,,2025,Q2
I-200-24324-486078,Academic Hospitalist,29-1229.02,hospitalists,Y,2025-03-01 00:00:00,2028-02-28 00:00:00,AHS Hospital Corp.,,100 Madison Ave,Morristown,MORRIS,NJ,07960,265000,,Year,II,2025,Q2
I-200-24324-485517,Hospitalist,29-1229.02,hospitalists,Y,2025-01-01 00:00:00,2027-12-31 00:00:00,Orlando Health Medical Group Inc.,,1900 Don Wickham Drive,Clermont,LAKE,FL,34711,267800,,Year,,2025,Q2
I-200-24323-482265,Hospitalist,29-1229.02,hospitalists,Y,2025-01-01 00:00:00,2027-12-31 00:00:00,Trinity West,,4000 Johnson Rd,Steubenville,JEFFERSON,OH,43952,230000,350000,Year,II,2025,Q2
I-200-24323-482779,Hospitalist Physician,29-1229.02,hospitalists,N,2025-01-01 00:00:00,2027-12-31 00:00:00,"Hospitalist Services of Georgia, PC",,960 Joe Frank Harris Parkway,Cartersville,BARTOW,GA,30120,115,175,Hour,,2025,Q2
I-200-24323-482823,Hospitalist Physician,29-1229.02,hospitalists,Y,2024-12-17 00:00:00,2027-12-16 00:00:00,"National Hospitalist Services, PC",,1214 Coolidge Street,Lafayette,LAFAYETTE,LA,70503,115,150,Hour,,2025,Q2
I-200-24323-480784,Hospitalist Physician,29-1229.02,hospitalists,N,2025-04-01 00:00:00,2028-03-31 00:00:00,"Apogee Medical Group, South Carolina, PC",,2435 Forest Dr.,Columbia,RICHLAND,SC,29203,141.58,,Hour,,2025,Q2
I-200-24323-483258,Nocturnist Physician,29-1229.02,hospitalists,Y,2025-01-01 00:00:00,2027-12-31 00:00:00,HHA Associates LLC,HHA Hospital Medicine,2201 45th St,West Palm Beach,PALM BEACH,FL,33407,283920,,Year,,2025,Q2
I-200-24321-479442,Hospitalist,29-1229.02,hospitalists,Y,2024-12-15 00:00:00,2027-12-14 00:00:00,"Indiana University Health Care Associates, Inc.",Indiana University Health Medical Group,2651 E Discovery Parkway,Bloomington,MONROE,IN,47408,250000,,Year,II,2025,Q2
I-200-24319-476000,Hospitalist,29-1229.02,hospitalists,Y,2025-04-01 00:00:00,2028-03-31 00:00:00,"H.M. Providers, Inc.",Community Hospitalist Physician Group,2823 Fresno Street,Fresno,FRESNO,CA,93721,326045.43,,Year,,2025,Q2
I-200-24319-474584,GME Internal Medicine Residency Program Director,29-1229.02,hospitalists,Y,2024-11-27 00:00:00,2027-11-26 00:00:00,"Ascension Medical Group - Southeast Wisconsin, Inc.",,5000 W. Chambers Street,Milwaukee,MILWAUKEE,WI,53210,275000,400000,Year,III,2025,Q2
I-200-24318-472249,Hospitalist,29-1229.02,hospitalists,Y,2025-02-01 00:00:00,2028-01-31 00:00:00,Banner University Medical Group,,1625 N. Campbell Ave.,Tucson,PIMA,AZ,85719,244000,,Year,IV,2025,Q2
I-200-24318-471672,Hospitalist,29-1229.02,hospitalists,N,2025-01-30 00:00:00,2028-01-29 00:00:00,"Massachusetts Acute Care Specialists, PC",,585 Lebanon St,Melrose,MELROSE CITY,MA,02176,150,180,Hour,II,2025,Q2
I-200-24319-473760,Hospitalist,29-1229.02,hospitalists,Y,2024-12-01 00:00:00,2027-11-30 00:00:00,"Saint Mary's Medical Group, Inc.",Saint Mary's Medical Group,235 West 6th Street,Reno,WASHOE,NV,89503,342000,,Year,,2025,Q2
I-200-24317-469214,Staff Physician (Block Hospitalist),29-1229.02,hospitalists,Y,2025-01-10 00:00:00,2028-01-09 00:00:00,"Trinity Health of New England Provider Network Organization, Inc. d/b/a Trinity Health of New Englan",,114 Woodland Street,Hartford,HARTFORD CITY,CT,06105,240000,,Year,,2025,Q2
I-200-24317-468994,Hospitalist,29-1229.02,hospitalists,Y,2025-01-20 00:00:00,2027-07-12 00:00:00,Mercy Clinic East Communities,,10010 Kennerly Rd.,St. Louis,ST LOUIS,MO,63128,239200,,Year,,2025,Q2
I-200-24316-467012,Hospitalist (Virtual Care Operations Center),29-1229.02,hospitalists,Y,2024-11-24 00:00:00,2026-06-30 00:00:00,Main Line HealthCare,,Bryn Mawr Hospital,Bryn Mawr,MONTGOMERY,PA,19010,292500,,Year,I,2025,Q2
I-200-24316-466845,Internal Medicine/Hospitalist,29-1229.02,hospitalists,Y,2025-05-01 00:00:00,2028-04-30 00:00:00,"North Bend Medical Center, Inc",,1775 Thompson Rd,Coos Bay,COOS,OR,97420,270000,,Year,,2025,Q2
I-200-24316-466426,Hospitalist Physician,29-1229.02,hospitalists,N,2024-12-01 00:00:00,2027-11-30 00:00:00,"Primary Care Group, LLC",Methodist Medical Group,1265 Union Ave,Memphis,SHELBY,TN,38104,115,150,Hour,,2025,Q2
I-200-24313-462651,Hospitalist/IM,29-1229.02,hospitalists,Y,2024-11-15 00:00:00,2027-11-14 00:00:00,Medicine Inpatient Group LLC,,7700 University Dr,West Chester,BUTLER,OH,45069,150,,Hour,III,2025,Q2
I-200-24313-463036,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-02-01 00:00:00,2028-01-31 00:00:00,"National Hospitalist Services, PC",,1453 East Bert Kouns Industrial Loop,Shreveport,CADDO,LA,71105,115,170,Hour,,2025,Q2
I-200-24313-462576,Hospitalist/IM,29-1229.02,hospitalists,Y,2024-11-15 00:00:00,2027-11-14 00:00:00,Medicine Inpatient Group LLC,,7700 University Dr,West Chester,BUTLER,OH,45069,150,,Hour,III,2025,Q2
I-200-24312-461244,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-02-01 00:00:00,2028-01-31 00:00:00,"Inpatient Specialists of California, P.C.",Sound Physicians of California IV,2101 N. Waterman Ave.,San Bernardino,SAN BERNARDINO,CA,92404,128.75,144.17,Hour,I,2025,Q2
I-200-24312-460432,Hospitalist,29-1229.02,hospitalists,Y,2025-01-06 00:00:00,2028-01-05 00:00:00,"UNC Physicians Network, LLC",,2700 Wayne Memorial Drive,Goldsboro,WAYNE,NC,27534,284000,,Year,I,2025,Q2
I-200-24312-460434,Clinical Assistant Professor,29-1229.02,hospitalists,Y,2025-01-06 00:00:00,2028-01-05 00:00:00,UNIVERSITY OF FLORIDA,,1600 SW Archer Road,Gainesville,ALACHUA,FL,32611,322522,322523,Year,I,2025,Q2
I-200-24311-456616,Inpatient Hospitalist Physician,29-1229.02,hospitalists,Y,2024-11-30 00:00:00,2027-11-29 00:00:00,"Meritus Medical Center, Inc.",,11116 Medical Campus Rd.,Hagerstown,WASHINGTON,MD,21742,295000,,Year,,2025,Q2
I-200-24311-458503,Hospitalist,29-1229.02,hospitalists,Y,2024-12-01 00:00:00,2027-11-30 00:00:00,"Saint Mary's Medical Group, Inc.",Saint Mary's Medical Group,235 West 6th Street,Reno,WASHOE,NV,89503,342000,,Year,,2025,Q2
I-200-24311-457820,Hospitalist,29-1229.02,hospitalists,Y,2024-12-01 00:00:00,2027-11-30 00:00:00,"Saint Mary's Medical Group, Inc.",Saint Mary's Medical Group,235 West 6th Street,Reno,WASHOE,NV,89503,342000,,Year,,2025,Q2
I-200-24311-458134,Hospitalist Physician,29-1229.02,hospitalists,Y,2025-03-01 00:00:00,2028-02-29 00:00:00,"Hospitalist and Emergency Services of Texas, PA",,700 East Marshall Avenue,Longview,GREGG,TX,75601,115,189,Hour,,2025,Q2
I-200-24310-454370,Hospitalist,29-1229.02,hospitalists,Y,2024-12-01 00:00:00,2027-11-30 00:00:00,Mercy Health Physicians Lima Specialty Care LLC,,730 W. Market Street,Lima,ALLEN,OH,45801,159744,323243,Year,II,2025,Q2
I-200-24310-453861,Hospitalist,29-1229.02,hospitalists,Y,2024-12-15 00:00:00,2027-12-14 00:00:00,"Indiana University Health Care Associates, Inc.",Indiana University Health Medical Group,2651 E Discovery Parkway,Bloomington,MONROE,IN,47408,200000,275000,Year,I,2025,Q2
